,place_id,international_phone_number,weekday_opening_hours,reviews,website
10,ChIJAUH9ClZl5kcRcxIsTnuiKps,+33 1 45 03 55 60,"['lundi: 07:00 – 20:15', 'mardi: 07:00 – 20:15', 'mercredi: 07:00 – 20:15', 'jeudi: 07:00 – 20:15', 'vendredi: 07:00 – 20:15', 'samedi: 07:00 – 20:15', 'dimanche: 07:00 – 13:00']","[(5, 'De passage, alléchés par l\'odeur, nous avons poussé la porte de la boulangerie.Malgré une longue file d\'attente, nous avons patienté, et comme cadeau:"" une baguette sortant du four !!! . Sourire garanti.\nVous avez deviné?A peine sur le trottoir, nous  n\'avons   pu résister au plaisir d\'entamer le croûton... Merci à l\'Artisan boulanger et tout son personnel .'), (2, ""Beaucoup trop cher et la qualite n'est pas toujours au rendez vous. Le personnel est formidable pour les jeunes mais certains anciens ont l'air d'en avoir marre de vous servir des baguettes. Donner son opinion ne sert a rien, Paul ne vous ecoute pas. Les offres sont sympas mais les prix des patisserie sont simplement ridicules.""), (5, 'les bons sandwichs de passage et le bel accueil. Service rapide'), (4, ""Bel endroit  pour les amateurs bu bon pain et les gâteaux. \nJ'ai mangé une bonne galette des rois\nPersonnel très agreable""), (5, 'Endroit sympatique et cosy')]",https://www.paul.fr/fr/boutique/1049-paris-pompe
11,ChIJkbVMqVVl5kcRmF-iadbv-v4,+33 1 40 72 70 00,"['lundi: 12:00 – 14:30, 19:30 – 23:00', 'mardi: 12:00 – 14:30, 19:30 – 23:00', 'mercredi: 12:00 – 14:30, 19:30 – 23:00', 'jeudi: 12:00 – 14:30, 19:30 – 23:00', 'vendredi: 12:00 – 14:30, 19:30 – 23:30', 'samedi: 12:00 – 14:30, 19:30 – 23:30', 'dimanche: 12:00 – 14:30, 19:30 – 23:00']","[(5, ""Comme promis je crée mon compte pour vous laisser 5 étoiles.\nUn service au top dans une ambiance cosy. \nUn très bon lieu à ajouter dans mon carnet d'adresse.\nA très bientôt. \nLuc""), (4, ""Magnifique décor de Stark. Brunch aux saveurs asiatiques où tout est à volonté pour 50 euros par personne, sauf l'alcool. Personnel avenant.\nRéservation nécessaire. \nAu mois d'août le stationnement étant gratuit sur Paris, le service voiturier n'est pas nécessaire.""), (2, ""Bien trop cher pour ce que c'est.\nLa carte propose beaucoup trop de choix on se demande si tous les produits sont frais... \nJe n'ai pas été surprise au niveau culinaire""), (5, 'Vraiment top. Qualité des plats et du service excellents. Prix très raisonnable (peut être un peu cher pour les boissons )'), (5, 'Excellente cuisine asiatique. Des plats recherchés et de très bons produits. Ambiance chic et décor original. Personnel dynamique.')]",http://restaurantbon.fr/
12,ChIJj0MKx_lv5kcRxAGZA8yXyvY,+33 1 45 53 46 46,"['lundi: 11:00 – 01:00', 'mardi: 11:00 – 01:00', 'mercredi: 11:00 – 01:00', 'jeudi: 11:00 – 01:00', 'vendredi: 11:00 – 01:00', 'samedi: 11:00 – 01:00', 'dimanche: Fermé']","[(1, 'Google nous mets qu’il ouvre jusqu’à 1h00 alors que non celui fermé avant 22h00. Propager des informations calomnieuses nuisent à l’image du restaurant. Les horaires doivent normalement être affiché correctement.'), (5, 'Je recommande vivement le 16e sens autant pour une dégustation de vodka que pour celle du saumon inimitable !\nJe ne parle pas du super accueil que vous pourrez y trouver.\nChaleureux, le 16 e sens est un super endroit en famille ou entre amis.'), (5, 'Superbe accueil très bon repas belle découverte !'), (5, ""Une très grande variété de vodka qu'Ali connaît sur le bout des doigts, une grande qualité de produit, une patronne adorable. Un endroit génial!""), (4, 'Lieu tres convivial\nPatrons adorables. Plats tres bons')]",http://le-16e-sens.business.site/
13,ChIJJbOwx1Vl5kcR4jWTLouizCo,+33 1 45 03 00 83,"['lundi: 08:00 – 23:00', 'mardi: 08:00 – 23:00', 'mercredi: 08:00 – 23:00', 'jeudi: 08:00 – 23:00', 'vendredi: 08:00 – 23:00', 'samedi: 12:00 – 15:00, 19:00 – 23:00', 'dimanche: 12:00 – 15:00, 19:00 – 23:00']","[(5, 'Les pizzas étaient divines, un super décor! Un service très agréable, une serveuse adorable et attentionnée, nous avons passé une merveilleuse soirée en famille,\nMille Merci à Charlotte \nNous reviendrons et nous recommandons cette adresse 😉✨'), (1, ""Le gérant nous assure au téléphone que la terrasse est au soleil le midi. A notre arrivée, surprise! , TOUTE la terrasse est à l'ombre..   C'est vous que j ai eu au téléphone monsieur ?   - Oui qu'il réponds  le sourire moqueur provocateur, il en vient même à se vanter de mieux connaitre le lieu que nous.... On a bien rigolé mais on a pas mangé là du coup on laisse le lieu aux pigeons qui foisonnent sur le trottoir""), (2, 'Très dommage que la cuisine soit si mauvaise, le cadre est sympa il y a même une petite terrasse ! Très bien situé franchement changez de CHEF ! \nCuisine italienne sans saveur ! Trop lambda !'), (1, 'C Était une excellente adresse AVANT !!!  Quelle déception, depuis le changement de propriétaire ... les pizzas ont rétrécis (pas les prix) , moins bonnes ( envie notamment de boire 3 litres d eau ensuite), et JAMAIS mais alors au grand JAMAIS un geste commercial ( un café !)  même si Ciro devient votre cantine et que vous y laissez de belles ardoises. Dommage car avec l emplacement et la terrasse il\nY avait du potentiel!! Alors oui  c était résolument mieux avant !'), (5, ""Accueil du personnel  courtois et Joyeux, vous invitant à choisir votre table. \n(bien évidemment en fonction des places disponibles, en privilégiant notre choix pour  le confort  des   petits enfants nous  accompagnant.)\nLe personnel à l' écoute, soucieux de  satisfaire le client. \n. La pasta bien à l'italienne. \nBelle adresse."")]",http://leciro.fr/fr
14,ChIJC0mexvlv5kcRQs3ETo3yL5k,+33 1 47 55 05 05,"['lundi: 11:00 – 15:00, 18:30 – 23:00', 'mardi: 11:00 – 15:00, 18:30 – 23:00', 'mercredi: 11:00 – 15:00, 18:30 – 23:00', 'jeudi: 11:00 – 15:00, 18:30 – 23:00', 'vendredi: 11:00 – 15:00', 'samedi: 20:00 – 01:00', 'dimanche: 11:30 – 15:30, 18:30 – 23:00']","[(5, 'Excellent restaurant. Accueil chaleureux et souriant\nService très attentionné.'), (5, 'Excellent! Des plats aux desserts faits sur place ! Un délice, on reviendra!'), (5, 'Très bon ! Tout sauf peut être les gratins mais bon c’était une livraison faudrait goûter sur place. Moi qui fréquente pas de restaurant K La suis pas déçu. \nPizza délicieuse \nRisotto au top. \nMerci'), (5, ""Personnel accueillant et poli, produits frais et délicieux. Le service est très bien et rapide. L'ambiance y est sympathique""), (5, 'Très bon restaurant.\nLes produits sont de qualité et frais.\nLe Service est rapide et les plats copieusement servis.\nJe le recommande à tous.')]",http://www.lavilla-k.fr/
15,ChIJAUH9ClZl5kcRcxIsTnuiKps,+33 1 45 03 55 60,"['lundi: 07:00 – 20:15', 'mardi: 07:00 – 20:15', 'mercredi: 07:00 – 20:15', 'jeudi: 07:00 – 20:15', 'vendredi: 07:00 – 20:15', 'samedi: 07:00 – 20:15', 'dimanche: 07:00 – 13:00']","[(5, 'De passage, alléchés par l\'odeur, nous avons poussé la porte de la boulangerie.Malgré une longue file d\'attente, nous avons patienté, et comme cadeau:"" une baguette sortant du four !!! . Sourire garanti.\nVous avez deviné?A peine sur le trottoir, nous  n\'avons   pu résister au plaisir d\'entamer le croûton... Merci à l\'Artisan boulanger et tout son personnel .'), (2, ""Beaucoup trop cher et la qualite n'est pas toujours au rendez vous. Le personnel est formidable pour les jeunes mais certains anciens ont l'air d'en avoir marre de vous servir des baguettes. Donner son opinion ne sert a rien, Paul ne vous ecoute pas. Les offres sont sympas mais les prix des patisserie sont simplement ridicules.""), (5, 'les bons sandwichs de passage et le bel accueil. Service rapide'), (4, ""Bel endroit  pour les amateurs bu bon pain et les gâteaux. \nJ'ai mangé une bonne galette des rois\nPersonnel très agreable""), (5, 'Endroit sympatique et cosy')]",https://www.paul.fr/fr/boutique/1049-paris-pompe
16,ChIJL20guldl5kcREbPAE3upNhQ,+33 1 45 53 85 06,"['lundi: 07:00 – 00:00', 'mardi: 07:00 – 00:00', 'mercredi: 07:00 – 00:00', 'jeudi: 07:00 – 00:00', 'vendredi: 07:00 – 00:00', 'samedi: 08:00 – 00:00', 'dimanche: Fermé']","[(5, 'Café super sympa, pour boire un verre, déjeuner! Bien décoré dans un style Art Deco qui lui va parfaitement.\n\nLa terrasse ombragée est agréable,même avec les températures caniculaires. Bien située on a pas l’impression d’être «\xa0dans la rue\xa0» comme dans certains cafés. \n\nL’équipe est accueillante, les plats et le café sont super.\n\nBref, c’est top!'), (3, ""personnel très aimable \nbon tartare de saumon l'accompagnement laisse toutefois désirer pour le prix du plat (18€)\n(pousses de soja avec vinaigrette à base de balsamique... rien de très folichon )\nça reste une bonne brasserie tout de même""), (3, ""Joli endroit, serveur très aimable et respectueux, mais 25 minutes d'attente pour un café noisette et une bouteille d'eau, ce qui me semble un peu trop, d'autant plus que les dames assises à la table adjacente ont reçu leur café après seulement 9 minutes.""), (5, ""Agréable endroit, les plats sont frais et de qualité. Un personnel très sympa et souriant on oublie qu'on est à paris 😁""), (5, ""J'adore ! Service rapide et serveurs très sympas, plats variés et prix raisonnables pour le quartier . Je recommande"")]",http://www.cafelamartine.com/
17,ChIJu0imGvhv5kcRGfgx82rbaL0,+33 1 47 04 79 11,"['lundi: 08:30 – 20:30', 'mardi: 08:30 – 20:30', 'mercredi: 08:30 – 20:30', 'jeudi: 08:30 – 20:30', 'vendredi: 08:30 – 20:30', 'samedi: 08:30 – 20:30', 'dimanche: 08:30 – 20:30']","[(5, ""N'étant pas un grand fan de ce genre d'endroit, j'ai été agréablement surpris de la qualité des plats. J'ai pris des œufs brouillé sur des toasts, un chocolat (délicieux au passage) une brioche et un jus d'orange. Le service très agréable et rapide et j'ai eu la chance d'être servi par la directrice qui a pris de son temps malgré le monde pour m'expliquer certain plat et orienté mes choix selon mes goûts. Je voulais rester une petite demi heure mais finalement et vu l'ambiance je suis resté 1h30. Je le referais avec des amis merci encore pour le service 5 étoiles et je recommande vivement ce restaurant.""), (5, 'Service agréable et ambiance paisible (le jour où j’y étais). Pour le reste on retrouve tout ce à quoi nous a habitué cette franchise. Un bon plan pour manger vite un repas végétarien et majoritairement bio'), (5, ""Nous avons pris le petit déjeuner, avec un complément œuf à la coque pour mon mari. Beaucoup d'aliments sont bio et il y a des plats végétariens et végétaliens. L'accueil à été chaleureux, le service professionnel. Nous recommandons.""), (4, ""Tip top ! C'est sûr que le temps d'attente peut être +/- long selon l'heure où vous y aller. Mais tjrs un plaisir d'aller y bruncher. Carte variée, plats bien préparés, service sympatique.""), (3, ""J'habite juste à côté et j'y suis allé plusieurs fois, le service est assez expéditif mais j'ai mangé correctement à chaque fois. Peut mieux faire cependant."")]",https://www.lepainquotidien.com/fr/fr/locations/victor_hugo/150-avenue-victor-hugo?utm_source=google&utm_medium=business-listing&utm_campaign=
18,ChIJ3aO5yPlv5kcRiISnak_U5TE,+33 1 45 53 17 17,"['lundi: 12:00 – 22:00', 'mardi: 12:00 – 22:00', 'mercredi: 12:00 – 22:00', 'jeudi: 12:00 – 22:00', 'vendredi: 12:00 – 22:00', 'samedi: 12:00 – 22:00', 'dimanche: 12:00 – 22:00']","[(5, ""Service rapide et agréable. Possibilité de mangé en terrasse couverte. J'ai pris un CrustyChickenBurger, pain moelleux à l'intérieur, toaster à l'extérieur. Un filet de poulet pané. Un avocat. Et surtout pas trop de sauce juste comme il faut. Une bonne balance. Le tout servi avec salade de choux et frite. Pas lourd mais copieux.""), (3, ""Bon mais cher pour ce que c'est.\nC'était bon mais ce n'était pas très copieux (on a pris 3 plats pour 2) et c'était cher pour ce que c'était... dommage !""), (5, 'Équipe très sympa, et très bon repas à chaque fois, pour un prix raisonnable, merci !'), (4, 'Plutôt agréable pour des burgers copieux et des club sandwichs bien granits!'), (5, ""Super, un vrai concept sympa \nJ'en suis fan et adore y aller le midi des que j'ai le temps !"")]",http://www.coffee-parisien.fr/
19,ChIJo69hGqp65kcRI_9XpouD2tE,+33 1 42 88 21 84,"['lundi: 07:30 – 00:00', 'mardi: 07:30 – 00:00', 'mercredi: 07:30 – 00:00', 'jeudi: 07:30 – 00:00', 'vendredi: 07:30 – 00:00', 'samedi: 08:30 – 00:00', 'dimanche: 08:30 – 00:00']","[(5, 'Excellente brasserie . Serveuse souriante et aimable (très dur a trouver de nos jours dans les brasseries parisienne) et attentive aux commandes . Barman très aimable et détendu , ne changer rien. Nous reviendrons.'), (3, 'Cadre et terrasse agréable. Les serveuses sont souriantes et efficaces.  Le vrai problème un responsable méprisant qui n hésite pas à insulter son personnel devant les clients'), (5, ""Rapide et convivial avec une carte à la mesure d'un bistrot avec une mention spéciale aux prix raisonnables qui sont proposés""), (2, ""Très moyen \nPersonnel d'une amabilité quasi nulle \nMais peut-être que je n'y suis pas allé le bon jour...""), (4, 'Un vrai bon bistrot')]",
